tamanho_medio,imagem
117.34736463251728,Imagem_1
72.28455424021735,Imagem_1
89.3701944952772,Imagem_1
129.15875702065307,Imagem_1
260.1642062200741,Imagem_1
200.56046970218097,Imagem_1
174.27797058082564,Imagem_1
13.762063154896342,Imagem_1
104.49241941823526,Imagem_1
38.802136044930954,Imagem_1
95.9354577261094,Imagem_1
244.7607616410492,Imagem_1
111.82203387060106,Imagem_1
77.02582663353685,Imagem_1
265.08085993660563,Imagem_1
32.3561619426422,Imagem_1
159.11346614134825,Imagem_1
58.905823729827446,Imagem_1
42.246461767022744,Imagem_1
83.96195000899165,Imagem_1
146.35038647552287,Imagem_1
11.821084554078958,Imagem_1
50.6232445983631,Imagem_1
151.67048877291973,Imagem_1
93.45983943261083,Imagem_1
292.1892044431602,Imagem_1
272.95757935873723,Imagem_1
152.68600480758158,Imagem_1
99.45591844209824,Imagem_1
157.47561177185685,Imagem_1
133.07580741004426,Imagem_1
208.7455713524094,Imagem_1
51.30714140097798,Imagem_1
125.87498244119261,Imagem_1
28.59612032437544,Imagem_1
109.88814240976268,Imagem_1
45.09989104991743,Imagem_1
51.21088900095614,Imagem_1
67.65336542579922,Imagem_1
89.3701944952772,Imagem_1
90.25799087671825,Imagem_1
88.47348987773454,Imagem_1
136.58865523577774,Imagem_1
89.14731026986009,Imagem_1
64.40663348403766,Imagem_1
257.3316870737937,Imagem_1
160.76631434621262,Imagem_1
82.16274135023632,Imagem_1
79.76052523190428,Imagem_1
205.5927279510284,Imagem_1
93.08615214786327,Imagem_1
78.30861994270316,Imagem_1
77.99092008103287,Imagem_1
126.90002148118081,Imagem_1
132.21069960444459,Imagem_1
177.5091423936622,Imagem_1
206.82608390739128,Imagem_1
263.98767630617607,Imagem_1
293.0241233557725,Imagem_1
218.97970479942504,Imagem_1
85.25985497747007,Imagem_1
81.6750897443872,Imagem_1
136.62477207882125,Imagem_1
89.64935201246315,Imagem_1
131.53000537553788,Imagem_1
25.0667851015403,Imagem_1
243.78082855361308,Imagem_1
163.4417396759961,Imagem_1
100.40355618921399,Imagem_1
32.3561619426422,Imagem_1
27.163253048448134,Imagem_1
88.30423139263668,Imagem_1
147.43602723720912,Imagem_1
286.7293393137888,Imagem_1
153.01191802757182,Imagem_1
189.3324751395644,Imagem_1
166.8227602848269,Imagem_1
193.1910688533712,Imagem_1
17.000746355818674,Imagem_1
154.7618408584601,Imagem_1
152.45755540158243,Imagem_1
116.19429341618066,Imagem_1
224.11041992992642,Imagem_1
167.836681591721,Imagem_1
238.84284844313015,Imagem_1
176.55167969902666,Imagem_1
213.58581331239242,Imagem_1
118.9503793636476,Imagem_1
164.202432714007,Imagem_1
12.231338704589191,Imagem_1
139.47811768838415,Imagem_1
98.09275992370594,Imagem_1
259.1270612473701,Imagem_1
112.62190743707686,Imagem_1
79.32232674471287,Imagem_1
59.998054158884926,Imagem_1
220.092518703693,Imagem_1
273.0123829768214,Imagem_1
101.29363687442715,Imagem_1
190.88043671897756,Imagem_1
84.200451869165,Imagem_1
51.8870409383933,Imagem_1
72.76514719823753,Imagem_1
224.7989306483739,Imagem_1
271.5838947670672,Imagem_1
43.86914145350007,Imagem_1
22.326515217646847,Imagem_1
56.221145219615025,Imagem_1
4.478115991081385,Imagem_1
170.48890655075726,Imagem_1
177.76180416849192,Imagem_1
15.471555655790098,Imagem_1
64.86953595756418,Imagem_1
30.124765318753724,Imagem_1
162.58549904014473,Imagem_1
122.46163471742125,Imagem_1
28.243310265912164,Imagem_1
93.6197773767417,Imagem_1
81.79776162941917,Imagem_1
4.478115991081385,Imagem_1
23.207333483685147,Imagem_1
90.03730438728594,Imagem_1
208.55411234931742,Imagem_1
18.677998695187732,Imagem_1
4.478115991081385,Imagem_1
26.4207036318311,Imagem_1
38.02319690724042,Imagem_1
135.5629114800024,Imagem_1
123.35383046036206,Imagem_1
72.55925521585719,Imagem_1
43.86914145350007,Imagem_1
19.722441048627633,Imagem_1
30.77808020788433,Imagem_1
96.96841773417351,Imagem_1
62.678390337343096,Imagem_1
155.46878431852474,Imagem_1
156.87311407835705,Imagem_1
39.05968874016931,Imagem_1
72.6973110940802,Imagem_1
106.52431240128215,Imagem_1
7.735777827895049,Imagem_1
89.48231773346762,Imagem_1
144.15347480978878,Imagem_1
48.61206223797199,Imagem_1
281.7656772609157,Imagem_1
253.64322253147367,Imagem_1
33.119418288812724,Imagem_1
31.260379885475437,Imagem_1
174.820494828411,Imagem_1
89.09016226269217,Imagem_1
163.2887859474288,Imagem_1
30.124765318753724,Imagem_1
196.7703685406518,Imagem_1
162.0020065179859,Imagem_1
110.88155551690694,Imagem_1
75.71920278200528,Imagem_1
186.06541363458075,Imagem_1
162.12476322766526,Imagem_1
118.48921533164297,Imagem_1
47.57627140343109,Imagem_1
43.29580718425681,Imagem_1
41.17037944844188,Imagem_1
11.382096629215674,Imagem_1
23.207333483685147,Imagem_1
18.411953421235268,Imagem_1
102.46838490802185,Imagem_1
83.96195000899165,Imagem_1
131.71984272014555,Imagem_1
43.756530545685415,Imagem_1
112.88586263780721,Imagem_1
31.8904387921711,Imagem_1
28.243310265912164,Imagem_1
16.41006287957139,Imagem_1
113.67825103901596,Imagem_1
147.74012831791808,Imagem_1
131.1507198596847,Imagem_1
86.93830138341852,Imagem_1
132.88790714622735,Imagem_1
78.43655703917852,Imagem_1
18.948708441878455,Imagem_1
204.5473206122632,Imagem_1
65.93539584698202,Imagem_1
153.76003540066864,Imagem_1
180.10200535193056,Imagem_1
132.24921552226525,Imagem_1
32.8152760914755,Imagem_1
187.95897863035583,Imagem_1
93.99303639648583,Imagem_1
43.98146403132684,Imagem_1
83.12754849725759,Imagem_1
96.3493099127548,Imagem_1
79.44662820496781,Imagem_1
92.00961761111768,Imagem_1
210.3398345781027,Imagem_1
37.62768095093692,Imagem_1
99.05504652270548,Imagem_1
173.70443497830988,Imagem_1
90.75388864949856,Imagem_1
46.30137237110613,Imagem_1
150.34990813840918,Imagem_1
195.1680110319909,Imagem_1
168.04422499090825,Imagem_1
29.790064831759068,Imagem_1
72.00659508717078,Imagem_1
64.79097760484736,Imagem_1
149.35154362849858,Imagem_1
39.44084702158646,Imagem_1
116.36675155792844,Imagem_1
160.14439587393628,Imagem_1
126.30918337721043,Imagem_1
285.94561910230885,Imagem_1
95.41478425664755,Imagem_1
51.597905849377504,Imagem_1
262.68160494692285,Imagem_1
227.57690271929187,Imagem_1
148.41403509787116,Imagem_1
69.39761219206864,Imagem_1
75.98358188188811,Imagem_1
141.3945095519325,Imagem_1
34.44792091974742,Imagem_1
108.5636226170038,Imagem_1
43.413279490200054,Imagem_1
124.35997800790113,Imagem_1
107.13067374119682,Imagem_1
70.53949348290655,Imagem_1
127.6054161379203,Imagem_1
80.87810680942587,Imagem_1
4.478115991081385,Imagem_1
48.817887273601265,Imagem_1
206.51265544946747,Imagem_1
97.27649405931389,Imagem_1
80.62977809356629,Imagem_1
229.3005567148164,Imagem_1
62.43924635979416,Imagem_1
38.28598994248883,Imagem_1
99.00361773822948,Imagem_1
196.41577891166338,Imagem_1
135.92988620355163,Imagem_1
347.2365741210601,Imagem_1
233.73660176632313,Imagem_1
104.77837550982998,Imagem_1
55.68639790112563,Imagem_1
58.13890849840297,Imagem_1
106.05563699394025,Imagem_1
52.55449440739347,Imagem_1
219.50310371833433,Imagem_1
88.24834092136024,Imagem_1
49.52671988868525,Imagem_1
228.0359099934236,Imagem_1
75.52136479593813,Imagem_1
39.44084702158646,Imagem_1
88.81103912097949,Imagem_1
119.32709725229851,Imagem_1
233.05332544143747,Imagem_1
72.55925521585719,Imagem_1
113.634841280383,Imagem_1
64.40663348403766,Imagem_1
182.4121861124864,Imagem_1
72.35277733562563,Imagem_1
57.96893537440789,Imagem_1
76.70073869558767,Imagem_1
40.437085519682704,Imagem_1
167.47975152392493,Imagem_1
42.36684373646916,Imagem_1
31.260379885475437,Imagem_1
107.03703907252469,Imagem_1
67.13381918583428,Imagem_1
103.7740818767866,Imagem_1
25.0667851015403,Imagem_1
151.53821339502855,Imagem_1
41.89083912421949,Imagem_1
82.82641285865914,Imagem_1
151.93259899100758,Imagem_1
53.86754980924449,Imagem_1
53.86754980924449,Imagem_1
40.437085519682704,Imagem_1
209.41315939889506,Imagem_1
232.6247454607427,Imagem_1
50.52253929987899,Imagem_1
83.06817508945417,Imagem_1
161.9096321611295,Imagem_1
83.90316706084887,Imagem_1
73.78598981708896,Imagem_1
183.50217418255474,Imagem_1
208.14772859284807,Imagem_1
172.14717657780773,Imagem_1
8.938444016277748,Imagem_1
39.818356860642325,Imagem_1
29.62398278774667,Imagem_1
94.52154191191887,Imagem_1
32.20331674201883,Imagem_1
66.08729036908528,Imagem_1
128.1120382766921,Imagem_1
8.349243383340204,Imagem_1
169.6382137678058,Imagem_1
49.52671988868525,Imagem_1
28.59612032437544,Imagem_1
34.59084939929734,Imagem_1
65.25115353458807,Imagem_1
39.44084702158646,Imagem_1
131.8333724650976,Imagem_1
32.049742631027364,Imagem_1
45.97712424833195,Imagem_1
12.231338704589191,Imagem_1
62.520759770950875,Imagem_1
43.98146403132684,Imagem_1
38.156905265032414,Imagem_1
140.61682623303264,Imagem_1
32.049742631027364,Imagem_1
46.72906824687182,Imagem_1
62.83815829661085,Imagem_1
62.11980964399436,Imagem_1
34.87951239616815,Imagem_1
37.762789755305185,Imagem_1
18.948708441878455,Imagem_1
29.451560906865865,Imagem_1
99.40629812385933,Imagem_1
107.50291641474146,Imagem_1
101.88270406920604,Imagem_1
63.78337287502934,Imagem_1
51.98204135866732,Imagem_1
24.049304838101822,Imagem_1
88.47348987773454,Imagem_1
56.84052554969452,Imagem_1
41.89083912421949,Imagem_1
35.44529758328207,Imagem_1
13.398760233979036,Imagem_1
33.119418288812724,Imagem_1
46.62336552362031,Imagem_1
37.8932170259412,Imagem_1
354.9617944056439,Imagem_1
29.955226074127797,Imagem_1
148.41403509787116,Imagem_1
145.2215658888888,Imagem_1
187.87936693119147,Imagem_1
31.57950084174568,Imagem_1
138.36569811340624,Imagem_1
21.880083839428522,Imagem_1
50.6232445983631,Imagem_1
19.722441048627633,Imagem_1
15.138795132120961,Imagem_1
77.8622507525725,Imagem_1
32.66457926390705,Imagem_1
33.2680548613988,Imagem_1
60.9873021214875,Imagem_1
56.221145219615025,Imagem_1
51.8870409383933,Imagem_1
72.21406279492273,Imagem_1
242.73597072137986,Imagem_1
147.63883088840015,Imagem_1
42.246461767022744,Imagem_1
98.90389836762792,Imagem_1
184.50552132036012,Imagem_1
101.1961741287926,Imagem_1
40.562837692696185,Imagem_1
97.88973804069983,Imagem_1
48.61206223797199,Imagem_1
91.6282792481866,Imagem_1
270.812175495338,Imagem_1
69.32648102629366,Imagem_1
24.253590861306396,Imagem_1
337.4499918406807,Imagem_1
246.91014410355174,Imagem_1
202.90833454651982,Imagem_1
143.98003211419822,Imagem_1
57.275664003223454,Imagem_1
28.939131129830994,Imagem_1
141.88779148138929,Imagem_1
79.38450180398368,Imagem_1
64.40663348403766,Imagem_1
60.74150056391691,Imagem_1
89.53743794315845,Imagem_1
82.40451930542892,Imagem_1
7.069275219628611,Imagem_1
78.62706028754721,Imagem_1
72.6973110940802,Imagem_1
73.98846817301215,Imagem_1
49.62623892059511,Imagem_1
104.53962560841742,Imagem_1
4.478115991081385,Imagem_1
145.15360135483195,Imagem_1
59.24527926298145,Imagem_1
85.89960111447813,Imagem_1
24.663539739810748,Imagem_1
29.283559096857267,Imagem_1
26.791580642889436,Imagem_1
114.72625590378057,Imagem_1
89.25793041121948,Imagem_1
78.56428579825496,Imagem_1
60.74150056391691,Imagem_1
27.529908082004297,Imagem_1
53.40166917167085,Imagem_1
57.450458743509834,Imagem_1
38.28598994248883,Imagem_1
42.94887414630408,Imagem_1
64.25076586249834,Imagem_1
33.119418288812724,Imagem_1
69.32648102629366,Imagem_1
35.44529758328207,Imagem_1
35.16127981086358,Imagem_1
38.93316938045516,Imagem_1
77.08985390472193,Imagem_1
84.79001762794425,Imagem_1
25.45739437315213,Imagem_1
31.260379885475437,Imagem_1
96.3493099127548,Imagem_1
140.90063023735212,Imagem_1
33.7147534999489,Imagem_1
32.97011163641466,Imagem_1
130.04416920053976,Imagem_1
60.65759618051507,Imagem_1
31.735350634355903,Imagem_1
131.11309512494088,Imagem_1
203.79040082931172,Imagem_1
77.8622507525725,Imagem_1
94.78552915681534,Imagem_1
235.9870889207397,Imagem_1
95.04710873973055,Imagem_1
28.068077388821663,Imagem_1
18.948708441878455,Imagem_1
124.48022035418691,Imagem_1
40.314889046783144,Imagem_1
67.57804330608312,Imagem_1
316.15263301224,Imagem_1
67.79906390489562,Imagem_1
78.1173401238768,Imagem_1
167.2115539746336,Imagem_1
9.474354220939228,Imagem_1
96.91752386125782,Imagem_1
161.87817354478145,Imagem_1
52.744937247534295,Imagem_1
40.68428945128219,Imagem_1
225.30881174199766,Imagem_1
267.3657470390042,Imagem_1
115.76477369264778,Imagem_1
138.97628313442567,Imagem_1
106.14863800884976,Imagem_1
104.01458898395389,Imagem_1
57.275664003223454,Imagem_1
64.9455487452482,Imagem_1
200.95764543837967,Imagem_1
138.54502068517274,Imagem_1
178.51675236532444,Imagem_1
247.5956770422748,Imagem_1
129.6593098809218,Imagem_1
51.69343763489639,Imagem_1
86.07358828890386,Imagem_1
132.51250835799922,Imagem_1
176.35324615551386,Imagem_1
104.44366806809548,Imagem_1
29.11458787115893,Imagem_1
232.98912285772334,Imagem_1
14.472315126092793,Imagem_1
117.1777079927065,Imagem_1
79.8223589712866,Imagem_1
108.14941871236937,Imagem_1
250.97623420827242,Imagem_1
128.19027995225767,Imagem_1
9.981532666656284,Imagem_1
55.8661653779107,Imagem_1
139.8700965708609,Imagem_1
32.513183972296055,Imagem_1
158.9253058795591,Imagem_1
25.262844689355557,Imagem_1
181.75575621644654,Imagem_1
324.0339756359993,Imagem_1
64.40663348403766,Imagem_1
30.450561545780765,Imagem_1
128.5399208889675,Imagem_1
235.90277107637402,Imagem_1
25.0667851015403,Imagem_1
83.30732529895069,Imagem_1
124.80072532184684,Imagem_1
147.6733229207344,Imagem_1
36.6896785032419,Imagem_1
154.60029991487232,Imagem_1
106.85101308663481,Imagem_1
279.0092903023016,Imagem_1
35.58422019995829,Imagem_1
92.11680056258734,Imagem_1
321.0972390474659,Imagem_1
150.28320383329103,Imagem_1
120.9459830650696,Imagem_1
25.45739437315213,Imagem_1
126.23103656579224,Imagem_1
161.44696757773397,Imagem_1
55.50891548444353,Imagem_1
143.04292290700806,Imagem_1
74.25686606881418,Imagem_1
233.8645788995659,Imagem_1
20.706603214664785,Imagem_1
17.58063990543179,Imagem_1
99.75631294190784,Imagem_1
104.5868104916666,Imagem_1
389.85010330419095,Imagem_1
106.71090791638373,Imagem_1
99.30538043761788,Imagem_1
162.4630904616797,Imagem_1
50.225549753153935,Imagem_1
124.56074334338452,Imagem_1
121.480380898534,Imagem_1
27.34428500885924,Imagem_1
63.075789867517315,Imagem_1
34.87951239616815,Imagem_1
80.5685640243516,Imagem_1
12.231338704589191,Imagem_1
43.29580718425681,Imagem_1
31.8904387921711,Imagem_1
74.99266010147403,Imagem_1
105.86638320322118,Imagem_1
58.82200662012309,Imagem_1
154.30971889633085,Imagem_1
71.31142083616228,Imagem_1
178.29372788608305,Imagem_1
177.31178037111073,Imagem_1
200.0376317147614,Imagem_1
259.3388724843071,Imagem_1
156.71476502996313,Imagem_1
53.21656750841025,Imagem_1
169.37437377689145,Imagem_1
180.54419288574448,Imagem_1
190.93212494227103,Imagem_1
31.8904387921711,Imagem_1
38.28598994248883,Imagem_1
79.76052523190428,Imagem_1
238.9680909892168,Imagem_1
7.735777827895049,Imagem_1
189.62226412846985,Imagem_1
7.069275219628611,Imagem_1
19.46249635988947,Imagem_1
42.01224010796282,Imagem_1
37.227963205690216,Imagem_1
21.880083839428522,Imagem_1
210.9789946275579,Imagem_1
78.68978469873507,Imagem_1
106.5706185542603,Imagem_1
25.0667851015403,Imagem_1
91.68384522009067,Imagem_1
180.70984434547958,Imagem_1
140.5466349896272,Imagem_1
41.293898584252936,Imagem_1
24.253590861306396,Imagem_1
140.68811372209265,Imagem_1
51.8870409383933,Imagem_1
134.9722616172327,Imagem_1
42.36684373646916,Imagem_1
110.83561448149703,Imagem_1
28.417462611012212,Imagem_1
24.663539739810748,Imagem_1
49.827874851668795,Imagem_1
3.141274657157109,Imagem_1
27.529908082004297,Imagem_1
247.83725266236215,Imagem_1
85.02432490246582,Imagem_1
39.44084702158646,Imagem_1
73.85282594294719,Imagem_1
145.42745771629035,Imagem_1
222.5032393647866,Imagem_1
89.3701944952772,Imagem_1
122.05417233051719,Imagem_1
158.9573488872701,Imagem_1
128.96638388694717,Imagem_1
134.75039572286295,Imagem_1
226.54442431663884,Imagem_1
160.4244087342442,Imagem_1
68.01936632813774,Imagem_1
38.28598994248883,Imagem_1
38.802136044930954,Imagem_1
162.30921449575519,Imagem_1
22.553474191833452,Imagem_1
62.11980964399436,Imagem_1
3.141274657157109,Imagem_1
198.28514952373376,Imagem_1
110.97051214981532,Imagem_1
61.95818934875773,Imagem_1
103.53301607332394,Imagem_1
28.068077388821663,Imagem_1
143.2863833686038,Imagem_1
94.62756156763322,Imagem_1
54.601194071168294,Imagem_1
88.6980673234686,Imagem_1
22.553474191833452,Imagem_1
26.791580642889436,Imagem_1
12.628271971179554,Imagem_1
27.70854462932514,Imagem_1
109.79685933321912,Imagem_1
109.7055003024421,Imagem_1
52.55449440739347,Imagem_1
86.99503350137758,Imagem_1
123.27381018002303,Imagem_1
119.53631578223566,Imagem_1
17.000746355818674,Imagem_1
94.67968638893939,Imagem_1
197.52921107683463,Imagem_1
33.7147534999489,Imagem_1
131.8333724650976,Imagem_1
30.124765318753724,Imagem_1
9.474354220939228,Imagem_1
114.9867646831682,Imagem_1
183.4483925162095,Imagem_1
82.3446245694709,Imagem_1
99.00361773822948,Imagem_1
36.00219238519226,Imagem_1
7.069275219628611,Imagem_1
41.17037944844188,Imagem_1
65.93539584698202,Imagem_1
22.326515217646847,Imagem_1
130.9223779997558,Imagem_1
32.049742631027364,Imagem_1
13.762063154896342,Imagem_1
78.24558997706535,Imagem_1
72.28455424021735,Imagem_1
113.28274966377585,Imagem_1
243.0845374381109,Imagem_1
413.88103401841016,Imagem_1
177.14384976525895,Imagem_1
292.6839163323942,Imagem_1
8.349243383340204,Imagem_1
99.15461388437122,Imagem_1
69.97088222534344,Imagem_1
64.40663348403766,Imagem_1
29.11458787115893,Imagem_1
48.201077366128324,Imagem_1
180.82078113155748,Imagem_1
107.6419907237699,Imagem_1
78.05415569691183,Imagem_1
49.327079479621496,Imagem_1
86.1900001378194,Imagem_1
57.450458743509834,Imagem_1
83.4867149776925,Imagem_1
221.53764490743768,Imagem_1
12.231338704589191,Imagem_1
116.70817597619538,Imagem_1
144.87812880088333,Imagem_1
152.1953035333037,Imagem_1
269.37201976947154,Imagem_1
66.7629638065269,Imagem_1
47.78655797902287,Imagem_1
64.17393012311062,Imagem_1
17.859073490978144,Imagem_1
311.96163963191395,Imagem_1
130.19706094544372,Imagem_1
76.2449568914205,Imagem_1
17.297725082009,Imagem_1
81.91830699255615,Imagem_1
138.36569811340624,Imagem_1
84.84818616693461,Imagem_1
86.24722447840861,Imagem_1
124.8810416503988,Imagem_1
70.32708590240135,Imagem_1
101.73575703336628,Imagem_1
200.9821953970282,Imagem_1
132.73811483493114,Imagem_1
241.56210386839723,Imagem_1
40.80537972654352,Imagem_1
82.52610692858585,Imagem_1
138.65296205258733,Imagem_1
126.23103656579224,Imagem_1
57.624723276292656,Imagem_1
49.926793595275726,Imagem_1
105.25273853375249,Imagem_1
29.790064831759068,Imagem_1
380.20308641899663,Imagem_1
58.73806990654449,Imagem_1
45.54236728995958,Imagem_1
42.94887414630408,Imagem_1
104.20567862297061,Imagem_1
58.22644242733326,Imagem_1
45.32166916105365,Imagem_1
128.50153172499668,Imagem_1
70.60940268333044,Imagem_1
38.28598994248883,Imagem_1
70.32708590240135,Imagem_1
45.09989104991743,Imagem_1
91.19300459156786,Imagem_1
125.83451548844883,Imagem_1
161.1687313102081,Imagem_1
48.303327687926284,Imagem_1
284.70506826702245,Imagem_1
70.32708590240135,Imagem_1
67.35629746191196,Imagem_1
35.58422019995829,Imagem_1
47.4724551101082,Imagem_1
38.156905265032414,Imagem_1
57.53627391751592,Imagem_1
74.05512155861017,Imagem_1
27.70854462932514,Imagem_1
25.45739437315213,Imagem_1
60.903736368959436,Imagem_1
35.30582833323309,Imagem_1
35.44529758328207,Imagem_1
123.39511094691566,Imagem_1
32.513183972296055,Imagem_1
51.01471973302091,Imagem_1
81.18450901078093,Imagem_1
217.90722558368915,Imagem_1
30.77808020788433,Imagem_1
41.293898584252936,Imagem_1
50.72061218220258,Imagem_1
39.44084702158646,Imagem_1
42.94887414630408,Imagem_1
124.68079207142448,Imagem_1
107.87239920026269,Imagem_1
32.20331674201883,Imagem_1
159.70850885184393,Imagem_1
6.3078313050504,Imagem_1
23.418965260973238,Imagem_1
182.95842681050144,Imagem_1
75.58877202997176,Imagem_1
59.328498391754,Imagem_1
41.53217154483933,Imagem_1
4.478115991081385,Imagem_1
91.46485898246598,Imagem_1
142.41401271634962,Imagem_1
150.34990813840918,Imagem_1
154.27774220344602,Imagem_1
23.84326858306659,Imagem_1
152.62032152132053,Imagem_1
22.98683125324351,Imagem_1
58.482815655924355,Imagem_1
10.479356408358663,Imagem_1
73.98846817301215,Imagem_1
223.0847277945694,Imagem_1
101.04822872769041,Imagem_1
46.40780850158223,Imagem_1
31.417812735070132,Imagem_1
64.25076586249834,Imagem_1
112.97464983929561,Imagem_1
214.79624403818036,Imagem_1
23.207333483685147,Imagem_1
111.32991668111694,Imagem_1
75.12412583210941,Imagem_1
191.76637127195514,Imagem_1
65.09730804545457,Imagem_1
148.31319794519587,Imagem_1
77.8622507525725,Imagem_1
38.02319690724042,Imagem_1
57.01386285552726,Imagem_1
32.513183972296055,Imagem_1
155.7255235307048,Imagem_1
77.08985390472193,Imagem_1
74.8588374626913,Imagem_1
45.54236728995958,Imagem_1
